word,pinyin,english,level,language
操心,cāo xīn,to worry about,HSK5,1
册,cè,book,HSK5,1
测验,cè yàn,test,HSK5,1
厕所,cè suǒ,toilet,HSK5,1
曾经,céng jīng,once,HSK5,1
插,chā,to insert,HSK5,1
差别,chā bié,difference,HSK5,1
叉子,chā zi,fork,HSK5,1
拆,chāi,to tear open,HSK5,1
产品,chǎn pǐn,goods,HSK5,1
产生,chǎn shēng,to arise,HSK5,1
长途,cháng tú,long distance,HSK5,1
常识,cháng shí,common sense,HSK5,1
抄,chāo,to make a copy,HSK5,1
朝,cháo,imperial or royal court,HSK5,1
朝代,cháo dài,dynasty,HSK5,1
炒,chǎo,to sauté,HSK5,1
吵架,chǎo jià,to quarrel,HSK5,1
车库,chē kù,garage,HSK5,1
车厢,chē xiāng,carriage,HSK5,1
彻底,chè dǐ,thorough,HSK5,1
沉默,chén mò,taciturn,HSK5,1
趁,chèn,to avail oneself of,HSK5,1
称,chēng,to weigh,HSK5,1
称呼,chēng hu,to call,HSK5,1
称赞,chēng zàn,to praise,HSK5,1
乘,chéng,to ride,HSK5,1
承担,chéng dān,to undertake,HSK5,1
承认,chéng rèn,to admit,HSK5,1
承受,chéng shòu,to bear,HSK5,1
成分,chéng fèn,composition,HSK5,1
成果,chéng guǒ,result,HSK5,1
成就,chéng jiù,accomplishment,HSK5,1
成立,chéng lì,to establish,HSK5,1
成语,chéng yǔ,Chinese set expression,HSK5,1
成长,chéng zhǎng,to mature,HSK5,1
程度,chéng dù,degree (level or extent),HSK5,1
程序,chéng xù,procedures,HSK5,1
诚恳,chéng kěn,sincere,HSK5,1
吃亏,chī kuī,to suffer losses,HSK5,1
持续,chí xù,to continue,HSK5,1
池子,chí zi,pond,HSK5,1
尺子,chǐ zi,rule,HSK5,1
翅膀,chì bǎng,wing,HSK5,1
冲,chōng,thoroughfare,HSK5,1
充电器,chōng diàn qì,battery charger,HSK5,1
充分,chōng fèn,ample,HSK5,1
充满,chōng mǎn,full of,HSK5,1
重复,chóng fù,to repeat,HSK5,1
宠物,chǒng wù,house pet,HSK5,1
抽屉,chōu ti,drawer,HSK5,1
抽象,chōu xiàng,abstract,HSK5,1
丑,chǒu,shameful,HSK5,1
臭,chòu,stench,HSK5,1
出版,chū bǎn,to publish,HSK5,1
出口,chū kǒu,an exit,HSK5,1
出色,chū sè,remarkable,HSK5,1
出席,chū xí,to attend,HSK5,1
初级,chū jí,junior,HSK5,1
除,chú,to get rid of,HSK5,1
除非,chú fēi,only if (...,HSK5,1
除夕,chú xī,(New Year's) Eve,HSK5,1
处理,chǔ lǐ,to handle,HSK5,1
传播,chuán bō,to disseminate,HSK5,1
传递,chuán dì,to transmit,HSK5,1
传染,chuán rǎn,to infect,HSK5,1
传说,chuán shuō,legend,HSK5,1
传统,chuán tǒng,tradition,HSK5,1
窗帘,chuāng lián,window curtains,HSK5,1
闯,chuǎng,to rush,HSK5,1
创造,chuàng zào,to create,HSK5,1
吹,chuī,to blow,HSK5,1
磁带,cí dài,magnetic tape,HSK5,1
辞职,cí zhí,to resign,HSK5,1
此外,cǐ wài,besides,HSK5,1
刺激,cì jī,to provoke,HSK5,1
次要,cì yào,secondary,HSK5,1
匆忙,cōng máng,hasty,HSK5,1
从此,cóng cǐ,from now on,HSK5,1
从而,cóng ér,thus,HSK5,1
从前,cóng qián,previously,HSK5,1
从事,cóng shì,to go for,HSK5,1
醋,cù,vinegar,HSK5,1
促进,cù jìn,to promote (an idea or cause),HSK5,1
促使,cù shǐ,to induce,HSK5,1
催,cuī,to urge,HSK5,1
存,cún,to exist,HSK5,1
存在,cún zài,to exist,HSK5,1
错误,cuò wù,error,HSK5,1
措施,cuò shī,measure,HSK5,1
答应,dā ying,to promise,HSK5,1
达到,dá dào,to reach,HSK5,1
打工,dǎ gōng,to work a temporary or casual job,HSK5,1
打交道,dǎ jiāo dào,to come into contact with,HSK5,1
打喷嚏,dǎ pēn tì,to sneeze,HSK5,1
打听,dǎ ting,to ask about,HSK5,1
打招呼,dǎ zhāo hu,to greet sb by word or action,HSK5,1
大方,dà fang,generous,HSK5,1
大象,dà xiàng,elephant,HSK5,1
大型,dà xíng,large,HSK5,1
呆,dāi,foolish,HSK5,1
贷款,dài kuǎn,a loan,HSK5,1
待遇,dài yù,treatment,HSK5,1
担任,dān rèn,to hold a governmental office or post,HSK5,1
单纯,dān chún,simple,HSK5,1
单调,dān diào,monotonous,HSK5,1
单独,dān dú,alone,HSK5,1
单位,dān wèi,a unit,HSK5,1
单元,dān yuán,unit,HSK5,1
耽误,dān wu,to delay,HSK5,1
胆小鬼,dǎn xiǎo guǐ,coward,HSK5,1
淡,dàn,insipid,HSK5,1
当代,dāng dài,the present age,HSK5,1
挡,dǎng,to resist,HSK5,1
岛,dǎo,island,HSK5,1
倒霉,dǎo méi,to have bad luck,HSK5,1
导演,dǎo yǎn,to direct,HSK5,1
导致,dǎo zhì,to lead to,HSK5,1
倒,dào,to place upside down,HSK5,1
到达,dào dá,to reach,HSK5,1
道德,dào dé,virtue,HSK5,1
道理,dào li,reason,HSK5,1
登机牌,dēng jī pái,boarding pass,HSK5,1
登记,dēng jì,to register (one's name),HSK5,1
等待,děng dài,to wait,HSK5,1
等候,děng hòu,to wait,HSK5,1
等于,děng yú,to equal,HSK5,1
滴,dī,a drop,HSK5,1
的确,dí què,really,HSK5,1
敌人,dí rén,enemy,HSK5,1
递,dì,to hand over,HSK5,1
地道,dì dao,authentic,HSK5,1
地理,dì lǐ,geography,HSK5,1
地区,dì qū,local,HSK5,1
地毯,dì tǎn,carpet,HSK5,1
地位,dì wèi,position,HSK5,1
地震,dì zhèn,earthquake,HSK5,1
点头,diǎn tóu,to nod,HSK5,1
点心,diǎn xin,light refreshments,HSK5,1
电池,diàn chí,battery,HSK5,1
电台,diàn tái,transmitter-receiver,HSK5,1
钓,diào,to fish with a hook and bait,HSK5,1
丁,dīng,fourth of 10 heavenly stems 十天干,HSK5,1
顶,dǐng,apex,HSK5,1
冻,dòng,to freeze,HSK5,1
洞,dòng,cave,HSK5,1
动画片,dòng huà piàn,animated film,HSK5,1
逗,dòu,to stay,HSK5,1
豆腐,dòu fu,tofu,HSK5,1
独立,dú lì,independent,HSK5,1
独特,dú tè,unique,HSK5,1
度过,dù guò,to pass,HSK5,1
短信,duǎn xìn,text message,HSK5,1
堆,duī,to pile up,HSK5,1
对比,duì bǐ,to contrast,HSK5,1
对待,duì dài,to treat,HSK5,1
对方,duì fāng,counterpart,HSK5,1
对手,duì shǒu,opponent,HSK5,1
对象,duì xiàng,target,HSK5,1
对于,duì yú,regarding,HSK5,1
吨,dūn,ton,HSK5,1
蹲,dūn,to crouch,HSK5,1
多亏,duō kuī,thanks to,HSK5,1
多余,duō yú,superfluous,HSK5,1
躲藏,duǒ cáng,to hide oneself,HSK5,1
恶劣,è liè,vile,HSK5,1
发表,fā biǎo,to issue,HSK5,1
发愁,fā chóu,to worry,HSK5,1
发达,fā dá,developed (country etc),HSK5,1
发抖,fā dǒu,to tremble,HSK5,1
发挥,fā huī,to display,HSK5,1
发明,fā míng,to invent,HSK5,1
发票,fā piào,invoice,HSK5,1
发言,fā yán,to make a speech,HSK5,1
罚款,fá kuǎn,(impose a) fine,HSK5,1
法院,fǎ yuàn,court of law,HSK5,1
翻,fān,to turn over,HSK5,1
繁荣,fán róng,prosperous,HSK5,1
凡是,fán shì,each and every,HSK5,1
反而,fǎn ér,instead,HSK5,1
反复,fǎn fù,repeatedly,HSK5,1
反应,fǎn yìng,to react,HSK5,1
反正,fǎn zhèng,anyway,HSK5,1
方,fāng,square,HSK5,1
方案,fāng àn,plan,HSK5,1
方式,fāng shì,way (of life),HSK5,1
妨碍,fáng ài,to hinder,HSK5,1
房东,fáng dōng,landlord,HSK5,1
仿佛,fǎng fú,to seem,HSK5,1
放松,fàng sōng,to loosen,HSK5,1
非,fēi,to not be,HSK5,1
肥皂,féi zào,soap,HSK5,1
肺,fèi,lung,HSK5,1
废话,fèi huà,nonsense,HSK5,1
费用,fèi yòng,cost,HSK5,1
分别,fēn bié,to part or leave each other,HSK5,1
分布,fēn bù,distributed,HSK5,1
分配,fēn pèi,to distribute,HSK5,1
分析,fēn xī,to analyze,HSK5,1
纷纷,fēn fēn,one after another,HSK5,1
奋斗,fèn dòu,to strive,HSK5,1
愤怒,fèn nù,angry,HSK5,1
风格,fēng gé,style,HSK5,1
风俗,fēng sú,social custom,HSK5,1
风险,fēng xiǎn,risk,HSK5,1
疯狂,fēng kuáng,madness,HSK5,1
讽刺,fěng cì,to satirize,HSK5,1
否定,fǒu dìng,to negate,HSK5,1
否认,fǒu rèn,to declare to be untrue,HSK5,1
扶,fú,to support with the hand,HSK5,1
幅,fú,width,HSK5,1
服从,fú cóng,to obey (an order),HSK5,1
服装,fú zhuāng,dress,HSK5,1
辅导,fǔ dǎo,to coach,HSK5,1
复制,fù zhì,to duplicate,HSK5,1
付款,fù kuǎn,to pay a sum of money,HSK5,1
妇女,fù nǚ,woman,HSK5,1
改革,gǎi gé,reform,HSK5,1
改进,gǎi jìn,to improve,HSK5,1
改善,gǎi shàn,to make better,HSK5,1
改正,gǎi zhèng,to correct,HSK5,1
盖,gài,lid,HSK5,1
概括,gài kuò,to summarize,HSK5,1
概念,gài niàn,concept,HSK5,1
干脆,gān cuì,straightforward,HSK5,1
感激,gǎn jī,to be grateful,HSK5,1
感受,gǎn shòu,to sense,HSK5,1
感想,gǎn xiǎng,impressions,HSK5,1
赶紧,gǎn jǐn,hurriedly,HSK5,1
赶快,gǎn kuài,at once,HSK5,1
干活儿,gàn huó r,to work,HSK5,1
钢铁,gāng tiě,steel,HSK5,1
高档,gāo dàng,superior quality,HSK5,1
高速,gāo sù,high speed,HSK5,1
搞,gǎo,to do,HSK5,1
告别,gào bié,to leave,HSK5,1
胳膊,gē bo,arm,HSK5,1
鸽子,gē zi,pigeon,HSK5,1
隔壁,gé bì,next door,HSK5,1
格外,gé wài,especially,HSK5,1
革命,gé mìng,revolution,HSK5,1
个别,gè bié,individual,HSK5,1
个人,gè rén,individual,HSK5,1
个性,gè xìng,individuality,HSK5,1
各自,gè zì,each,HSK5,1
根,gēn,root,HSK5,1
根本,gēn běn,fundamental,HSK5,1
更加,gèng jiā,more (than sth else),HSK5,1
公布,gōng bù,to announce,HSK5,1
公开,gōng kāi,public,HSK5,1
公平,gōng píng,fair,HSK5,1
公寓,gōng yù,apartment building,HSK5,1
公元,gōng yuán,CE (Common Era),HSK5,1
公主,gōng zhǔ,princess,HSK5,1
工厂,gōng chǎng,factory,HSK5,1
工程师,gōng chéng shī,engineer,HSK5,1
工人,gōng rén,worker,HSK5,1
工业,gōng yè,industry,HSK5,1
功夫,gōng fu,skill,HSK5,1
功能,gōng néng,function,HSK5,1
贡献,gòng xiàn,to contribute,HSK5,1
沟通,gōu tōng,to join,HSK5,1
构成,gòu chéng,to constitute,HSK5,1
姑姑,gū gu,paternal aunt,HSK5,1
姑娘,gū niang,girl,HSK5,1
古代,gǔ dài,ancient times,HSK5,1
古典,gǔ diǎn,classical,HSK5,1
古老,gǔ lǎo,ancient,HSK5,1
股票,gǔ piào,share,HSK5,1
鼓舞,gǔ wǔ,heartening (news),HSK5,1
骨头,gǔ tou,bone,HSK5,1
固定,gù dìng,fixed,HSK5,1
固体,gù tǐ,solid,HSK5,1
雇佣,gù yōng,to employ,HSK5,1
挂号,guà hào,to register (a letter etc),HSK5,1
乖,guāi,(of a child) obedient,HSK5,1
拐弯,guǎi wān,to go round a curve,HSK5,1
怪不得,guài bu de,no wonder!,HSK5,1
关闭,guān bì,to close,HSK5,1
关怀,guān huái,care,HSK5,1
官,guān,official,HSK5,1
观察,guān chá,to observe,HSK5,1
观点,guān diǎn,point of view,HSK5,1
观念,guān niàn,notion,HSK5,1
管子,guǎn zi,tube,HSK5,1
罐头,guàn tou,tin,HSK5,1
冠军,guàn jūn,champion,HSK5,1
光滑,guāng hua,glossy,HSK5,1
光临,guāng lín,(honorific) Welcome!,HSK5,1
光明,guāng míng,light,HSK5,1
光盘,guāng pán,compact disc,HSK5,1
光荣,guāng róng,honor and glory,HSK5,1
广场,guǎng chǎng,public square,HSK5,1
广大,guǎng dà,(of an area) vast or extensive,HSK5,1
广泛,guǎng fàn,extensive,HSK5,1
规矩,guī ju,lit. compass and set square,HSK5,1
规律,guī lǜ,rule (e.g. of science),HSK5,1
规模,guī mó,scale,HSK5,1
规则,guī zé,rule,HSK5,1
柜台,guì tái,sales counter,HSK5,1
滚,gǔn,to boil,HSK5,1
锅,guō,pot,HSK5,1
国籍,guó jí,nationality,HSK5,1
国庆节,Guó qìng jié,PRC National Day (October 1st),HSK5,1
果实,guǒ shí,fruit,HSK5,1
过分,guò fèn,excessive,HSK5,1
过敏,guò mǐn,to be allergic,HSK5,1
过期,guò qī,to be overdue,HSK5,1
哈,hā,laughter,HSK5,1
海关,hǎi guān,customs (i.e. border crossing inspection),HSK5,1
海鲜,hǎi xiān,seafood,HSK5,1
喊,hǎn,to yell,HSK5,1
行业,háng yè,industry,HSK5,1
豪华,háo huá,luxurious,HSK5,1
好奇,hào qí,inquisitive,HSK5,1
和平,hé píng,peace,HSK5,1
何必,hé bì,there is no need,HSK5,1
何况,hé kuàng,let alone,HSK5,1
合法,hé fǎ,lawful,HSK5,1
合理,hé lǐ,rational,HSK5,1
合同,hé tong,(business) contract,HSK5,1
合影,hé yǐng,joint photo,HSK5,1
合作,hé zuò,to cooperate,HSK5,1
核心,hé xīn,core,HSK5,1
恨,hèn,to hate,HSK5,1
横,héng,horizontal,HSK5,1
后果,hòu guǒ,consequences,HSK5,1
忽视,hū shì,to neglect,HSK5,1
呼吸,hū xī,to breathe,HSK5,1
壶,hú,pot,HSK5,1
蝴蝶,hú dié,butterfly,HSK5,1
胡说,hú shuō,to talk nonsense,HSK5,1
胡同,hú tòng,variant of 胡同[hú tòng],HSK5,1
胡须,hú xū,beard,HSK5,1
糊涂,hú tu,muddled,HSK5,1
花生,huā shēng,peanut,HSK5,1
滑冰,huá bīng,to skate,HSK5,1
划船,huá chuán,to row a boat,HSK5,1
华裔,Huá yì,ethnic Chinese,HSK5,1
化学,huà xué,chemistry,HSK5,1
话题,huà tí,subject (of a talk or conversation),HSK5,1
怀念,huái niàn,to cherish the memory of,HSK5,1
缓解,huǎn jiě,to blunt,HSK5,1
幻想,huàn xiǎng,delusion,HSK5,1
慌张,huāng zhāng,confused,HSK5,1
黄瓜,huáng guā,cucumber,HSK5,1
黄金,huáng jīn,gold,HSK5,1
皇帝,huáng dì,emperor,HSK5,1
皇后,huáng hòu,empress,HSK5,1
灰,huī,ash,HSK5,1
灰尘,huī chén,dust,HSK5,1
灰心,huī xīn,to lose heart,HSK5,1
挥,huī,to wave,HSK5,1
恢复,huī fù,to reinstate,HSK5,1
汇率,huì lǜ,exchange rate,HSK5,1
婚礼,hūn lǐ,wedding ceremony,HSK5,1
婚姻,hūn yīn,matrimony,HSK5,1
活跃,huó yuè,active,HSK5,1
火柴,huǒ chái,match (for lighting fire),HSK5,1
伙伴,huǒ bàn,partner,HSK5,1
基本,jī běn,basic,HSK5,1
机器,jī qì,machine,HSK5,1
激烈,jī liè,intense,HSK5,1
肌肉,jī ròu,muscle,HSK5,1
及格,jí gé,to pass a test,HSK5,1
急忙,jí máng,hastily,HSK5,1
集体,jí tǐ,collective,HSK5,1
集中,jí zhōng,to concentrate,HSK5,1
记录,jì lù,to record,HSK5,1
记忆,jì yì,to remember,HSK5,1
计算,jì suàn,to count,HSK5,1
寂寞,jì mò,lonely,HSK5,1
系领带,jì lǐng dài,to tie one's necktie,HSK5,1
纪录,jì lù,record,HSK5,1
纪律,jì lǜ,discipline,HSK5,1
纪念,jì niàn,to commemorate,HSK5,1
家庭,jiā tíng,family,HSK5,1
家务,jiā wù,household duties,HSK5,1
家乡,jiā xiāng,hometown,HSK5,1
嘉宾,jiā bīn,esteemed guest,HSK5,1
夹子,jiā zi,clip,HSK5,1
甲,jiǎ,first of the ten heavenly stems 十天干[shí tiān gān],HSK5,1
假如,jiǎ rú,if,HSK5,1
假装,jiǎ zhuāng,to feign,HSK5,1
嫁,jià,(of a woman) to marry,HSK5,1
价值,jià zhí,value,HSK5,1
驾驶,jià shǐ,to pilot (ship,HSK5,1
煎,jiān,to pan fry,HSK5,1
肩膀,jiān bǎng,shoulder,HSK5,1
坚决,jiān jué,firm,HSK5,1
坚强,jiān qiáng,staunch,HSK5,1
尖锐,jiān ruì,sharp,HSK5,1
艰巨,jiān jù,arduous,HSK5,1
艰苦,jiān kǔ,difficult,HSK5,1
捡,jiǎn,to pick up,HSK5,1
剪刀,jiǎn dāo,scissors,HSK5,1
简历,jiǎn lì,Curriculum Vitae (CV),HSK5,1
简直,jiǎn zhí,simply,HSK5,1
健身房,jiàn shēn fáng,gym,HSK5,1
建立,jiàn lì,to establish,HSK5,1
建设,jiàn shè,to build,HSK5,1
建议,jiàn yì,to propose,HSK5,1
建筑,jiàn zhù,to construct,HSK5,1
键盘,jiàn pán,keyboard,HSK5,1
讲究,jiǎng jiu,to pay particular attention to,HSK5,1
讲座,jiǎng zuò,a course of lectures,HSK5,1
降落,jiàng luò,to descend,HSK5,1
酱油,jiàng yóu,soy sauce,HSK5,1
浇,jiāo,to pour liquid,HSK5,1
交换,jiāo huàn,to exchange,HSK5,1
交际,jiāo jì,communication,HSK5,1
郊区,jiāo qū,suburban district,HSK5,1
胶水,jiāo shuǐ,glue,HSK5,1
角度,jiǎo dù,angle,HSK5,1
狡猾,jiǎo huá,crafty,HSK5,1
教材,jiào cái,teaching material,HSK5,1
教练,jiào liàn,instructor,HSK5,1
教训,jiào xun,lesson,HSK5,1
接触,jiē chù,to touch,HSK5,1
接待,jiē dài,to receive (a visitor),HSK5,1
接近,jiē jìn,to approach,HSK5,1
接着,jiē zhe,to catch and hold on,HSK5,1
阶段,jiē duàn,stage,HSK5,1
结实,jiē shi,rugged,HSK5,1
节,jié,festival,HSK5,1
节省,jié shěng,saving,HSK5,1
结构,jié gòu,structure,HSK5,1
结合,jié hé,to combine,HSK5,1
结论,jié lùn,conclusion,HSK5,1
结账,jié zhàng,to pay the bill,HSK5,1
解放,jiě fàng,to liberate,HSK5,1
解说员,jiě shuō yuán,commentator,HSK5,1
届,jiè,to arrive at (place or time),HSK5,1
借口,jiè kǒu,to use as an excuse,HSK5,1
戒烟,jiè yān,to give up smoking,HSK5,1
戒指,jiè zhi,(finger) ring,HSK5,1
金属,jīn shǔ,metal,HSK5,1
紧,jǐn,tight,HSK5,1
紧急,jǐn jí,urgent,HSK5,1
尽量,jǐn liàng,as much as possible,HSK5,1
谨慎,jǐn shèn,cautious,HSK5,1
进步,jìn bù,progress,HSK5,1
进口,jìn kǒu,to import,HSK5,1
近代,jìn dài,modern times,HSK5,1
尽力,jìn lì,to strive one's hardest,HSK5,1
精力,jīng lì,energy,HSK5,1
经典,jīng diǎn,the classics,HSK5,1
经营,jīng yíng,to engage in (business etc),HSK5,1
景色,jǐng sè,scenery,HSK5,1
敬爱,jìng ài,respect and love,HSK5,1
酒吧,jiǔ bā,bar,HSK5,1
救,jiù,to save,HSK5,1
救护车,jiù hù chē,ambulance,HSK5,1
舅舅,jiù jiu,mother's brother,HSK5,1
居然,jū rán,unexpectedly,HSK5,1
桔子,jú zi,tangerine,HSK5,1
举,jǔ,to lift,HSK5,1
具备,jù bèi,to possess,HSK5,1
具体,jù tǐ,concrete,HSK5,1
巨大,jù dà,huge,HSK5,1
聚会,jù huì,party,HSK5,1
俱乐部,jù lè bù,club (i.e. a group or organization) (loanword),HSK5,1
据说,jù shuō,it is said that,HSK5,1
捐,juān,to contribute,HSK5,1
卷,juǎn,to roll (up),HSK5,1
决赛,jué sài,finals (of a competition),HSK5,1
决心,jué xīn,determination,HSK5,1
绝对,jué duì,absolute,HSK5,1
角色,jué sè,role,HSK5,1
军事,jūn shì,military affairs,HSK5,1
均匀,jūn yún,even,HSK5,1
卡车,kǎ chē,truck,HSK5,1
开发,kāi fā,to exploit (a resource),HSK5,1
开放,kāi fàng,to bloom,HSK5,1
开幕式,kāi mù shì,opening ceremony,HSK5,1
开心,kāi xīn,to feel happy,HSK5,1
砍,kǎn,to chop,HSK5,1
看不起,kàn bu qǐ,to look down upon,HSK5,1
看来,kàn lai,apparently,HSK5,1
抗议,kàng yì,to protest,HSK5,1
烤鸭,kǎo yā,roast duck,HSK5,1
颗,kē,classifier for small spheres,HSK5,1
可见,kě jiàn,it can clearly be seen (that this is the case),HSK5,1
可靠,kě kào,reliable,HSK5,1
可怕,kě pà,awful,HSK5,1
刻苦,kè kǔ,hardworking,HSK5,1
课程,kè chéng,course,HSK5,1
克,kè,variant of 克[kè],HSK5,1
克服,kè fú,(try to) overcome (hardships etc),HSK5,1
客观,kè guān,objective,HSK5,1
客厅,kè tīng,drawing room (room for arriving guests),HSK5,1
空间,kōng jiān,space,HSK5,1
恐怖,kǒng bù,terrible,HSK5,1
空闲,kòng xián,idle,HSK5,1
控制,kòng zhì,control,HSK5,1
口味,kǒu wèi,a person's preferences,HSK5,1
夸,kuā,to boast,HSK5,1
会计,kuài jì,accountant,HSK5,1
矿泉水,kuàng quán shuǐ,mineral spring water,HSK5,1
辣椒,là jiāo,hot pepper,HSK5,1
蜡烛,là zhú,candle,HSK5,1
来自,lái zì,to come from (a place),HSK5,1
拦,lán,to cut off,HSK5,1
烂,làn,soft,HSK5,1
狼,láng,wolf,HSK5,1
劳动,láo dòng,work,HSK5,1
劳驾,láo jià,excuse me,HSK5,1
老百姓,lǎo bǎi xìng,ordinary people,HSK5,1
老板,lǎo bǎn,boss,HSK5,1
老实,lǎo shí,honest,HSK5,1
老鼠,lǎo shǔ,rat,HSK5,1
姥姥,lǎo lao,(informal) mother's mother,HSK5,1
乐观,lè guān,optimistic,HSK5,1
雷,léi,thunder,HSK5,1
类,lèi,kind,HSK5,1
梨,lí,pear,HSK5,1
离婚,lí hūn,to divorce,HSK5,1
厘米,lí mǐ,centimeter,HSK5,1
礼拜天,lǐ bài tiān,Sunday,HSK5,1
理论,lǐ lùn,theory,HSK5,1
理由,lǐ yóu,reason,HSK5,1
粒,lì,grain,HSK5,1
立方,lì fāng,cube,HSK5,1
立即,lì jí,immediately,HSK5,1
立刻,lì kè,forthwith,HSK5,1
力量,lì liang,power,HSK5,1
利润,lì rùn,profits,HSK5,1
利息,lì xī,interest (on a loan),HSK5,1
利益,lì yì,benefit,HSK5,1
利用,lì yòng,exploit,HSK5,1
连忙,lián máng,promptly,HSK5,1
连续剧,lián xù jù,serialized drama,HSK5,1
联合,lián hé,to combine,HSK5,1
恋爱,liàn ài,(romantic) love,HSK5,1
良好,liáng hǎo,good,HSK5,1
粮食,liáng shi,foodstuff,HSK5,1
了不起,liǎo bu qǐ,amazing,HSK5,1
临时,lín shí,at the instant sth happens,HSK5,1
铃,líng,(small) bell,HSK5,1
零件,líng jiàn,part,HSK5,1
零钱,líng qián,change (of money),HSK5,1
零食,líng shí,between-meal nibbles,HSK5,1
灵活,líng huó,flexible,HSK5,1
领导,lǐng dǎo,lead,HSK5,1
领域,lǐng yù,domain,HSK5,1
流传,liú chuán,to spread,HSK5,1
浏览,liú lǎn,to skim over,HSK5,1
龙,lóng,dragon,HSK5,1
漏,lòu,to leak,HSK5,1
露,lù,dew,HSK5,1
陆地,lù dì,dry land (as opposed to the sea),HSK5,1
陆续,lù xù,in turn,HSK5,1
录取,lù qǔ,to recruit,HSK5,1
录音,lù yīn,to record (sound),HSK5,1
轮流,lún liú,to alternate,HSK5,1
论文,lùn wén,paper,HSK5,1
逻辑,luó ji,logic (loanword),HSK5,1
落后,luò hòu,to fall behind,HSK5,1
骂,mà,to scold,HSK5,1
麦克风,mài kè fēng,microphone (loanword),HSK5,1
馒头,mán tou,steamed roll,HSK5,1
满足,mǎn zú,to satisfy,HSK5,1
毛,máo,hair,HSK5,1
毛病,máo bìng,fault,HSK5,1
矛盾,máo dùn,contradictory,HSK5,1
冒险,mào xiǎn,to take risks,HSK5,1
贸易,mào yì,(commercial) trade,HSK5,1
眉毛,méi mao,eyebrow,HSK5,1
煤炭,méi tàn,coal,HSK5,1
美术,měi shù,art,HSK5,1
