word,pinyin,english,level,language
工具,gōng jù,tool,HSK4,1
工资,gōng zī,wages,HSK4,1
共同,gòng tóng,common,HSK4,1
够,gòu,to reach,HSK4,1
购物,gòu wù,shopping,HSK4,1
孤单,gū dān,lone,HSK4,1
估计,gū jì,to estimate,HSK4,1
鼓励,gǔ lì,to encourage,HSK4,1
鼓掌,gǔ zhǎng,to applaud,HSK4,1
顾客,gù kè,client,HSK4,1
故意,gù yì,deliberately,HSK4,1
挂,guà,to hang or suspend (from a hook etc),HSK4,1
关键,guān jiàn,crucial point,HSK4,1
观众,guān zhòng,spectators,HSK4,1
管理,guǎn lǐ,to supervise,HSK4,1
光,guāng,light,HSK4,1
广播,guǎng bō,broadcast,HSK4,1
广告,guǎng gào,to advertise,HSK4,1
逛,guàng,to stroll,HSK4,1
规定,guī dìng,provision,HSK4,1
国际,guó jì,international,HSK4,1
果然,guǒ rán,really,HSK4,1
过,guò,(experienced action marker),HSK4,1
过,guò,(experienced action marker),HSK4,1
过程,guò chéng,course of events,HSK4,1
海洋,hǎi yáng,ocean,HSK4,1
害羞,hài xiū,shy,HSK4,1
寒假,hán jià,winter vacation,HSK4,1
汗,hàn,perspiration,HSK4,1
航班,háng bān,scheduled flight,HSK4,1
好处,hǎo chu,benefit,HSK4,1
好像,hǎo xiàng,as if,HSK4,1
号码,hào mǎ,number,HSK4,1
合格,hé gé,qualified,HSK4,1
合适,hé shì,suitable,HSK4,1
盒子,hé zi,case,HSK4,1
猴子,hóu zi,monkey,HSK4,1
厚,hòu,thick,HSK4,1
后悔,hòu huǐ,to regret,HSK4,1
后来,hòu lái,afterwards,HSK4,1
忽然,hū rán,suddenly,HSK4,1
互相,hù xiāng,each other,HSK4,1
护士,hù shi,nurse,HSK4,1
怀疑,huái yí,to doubt,HSK4,1
回忆,huí yì,to recall,HSK4,1
活动,huó dòng,to exercise,HSK4,1
活泼,huó po,lively,HSK4,1
火,huǒ,fire,HSK4,1
获得,huò dé,to obtain,HSK4,1
基础,jī chǔ,base,HSK4,1
激动,jī dòng,to excite,HSK4,1
积极,jī jí,active,HSK4,1
积累,jī lěi,to accumulate,HSK4,1
极其,jí qí,extremely,HSK4,1
即使,jí shǐ,even if,HSK4,1
及时,jí shí,in time,HSK4,1
集合,jí hé,to gather,HSK4,1
寄,jì,to live (in a house),HSK4,1
继续,jì xù,to continue,HSK4,1
记者,jì zhě,reporter,HSK4,1
计划,jì huà,plan,HSK4,1
技术,jì shù,technology,HSK4,1
既然,jì rán,since,HSK4,1
家具,jiā jù,furniture,HSK4,1
加班,jiā bān,to work overtime,HSK4,1
加油站,jiā yóu zhàn,gas station,HSK4,1
假,jiǎ,fake,HSK4,1
价格,jià gé,price,HSK4,1
坚持,jiān chí,to persevere with,HSK4,1
减肥,jiǎn féi,to lose weight,HSK4,1
减少,jiǎn shǎo,to lessen,HSK4,1
将来,jiāng lái,in the future,HSK4,1
奖金,jiǎng jīn,premium,HSK4,1
降低,jiàng dī,to reduce,HSK4,1
交,jiāo,to hand over,HSK4,1
交流,jiāo liú,to exchange,HSK4,1
交通,jiāo tōng,to be connected,HSK4,1
骄傲,jiāo ào,pride,HSK4,1
饺子,jiǎo zi,dumpling,HSK4,1
教授,jiào shòu,professor,HSK4,1
教育,jiào yù,to educate,HSK4,1
接受,jiē shòu,to accept,HSK4,1
节约,jié yuē,to economize,HSK4,1
结果,jié guǒ,outcome,HSK4,1
解释,jiě shì,explanation,HSK4,1
紧张,jǐn zhāng,nervous,HSK4,1
尽管,jǐn guǎn,despite,HSK4,1
进行,jìn xíng,to advance,HSK4,1
禁止,jìn zhǐ,to prohibit,HSK4,1
精彩,jīng cǎi,brilliant,HSK4,1
精神,jīng shén,spirit,HSK4,1
经济,jīng jì,economy,HSK4,1
经历,jīng lì,experience,HSK4,1
经验,jīng yàn,to experience,HSK4,1
京剧,Jīng jù,Beijing opera,HSK4,1
警察,jǐng chá,police,HSK4,1
竟然,jìng rán,unexpectedly,HSK4,1
竞争,jìng zhēng,to compete,HSK4,1
镜子,jìng zi,mirror,HSK4,1
究竟,jiū jìng,after all (when all is said and done),HSK4,1
举办,jǔ bàn,to conduct,HSK4,1
拒绝,jù jué,to refuse,HSK4,1
距离,jù lí,distance,HSK4,1
开玩笑,kāi wán xiào,to play a joke,HSK4,1
看法,kàn fǎ,way of looking at a thing,HSK4,1
考虑,kǎo lǜ,to think over,HSK4,1
棵,kē,classifier for trees,HSK4,1
科学,kē xué,science,HSK4,1
咳嗽,ké sou,to cough,HSK4,1
可怜,kě lián,pitiful,HSK4,1
可是,kě shì,but,HSK4,1
可惜,kě xī,it is a pity,HSK4,1
肯定,kěn dìng,to be sure,HSK4,1
空气,kōng qì,air,HSK4,1
恐怕,kǒng pà,fear,HSK4,1
苦,kǔ,bitter,HSK4,1
宽,kuān,lenient,HSK4,1
困,kùn,sleepy,HSK4,1
困难,kùn nan,difficult,HSK4,1
扩大,kuò dà,to expand,HSK4,1
拉,lā,to pull,HSK4,1
垃圾桶,lā jī tǒng,rubbish bin,HSK4,1
辣,là,hot (spicy),HSK4,1
来不及,lái bu jí,there's not enough time (to do sth),HSK4,1
来得及,lái de jí,there's still time,HSK4,1
懒,lǎn,lazy,HSK4,1
浪费,làng fèi,to waste,HSK4,1
浪漫,làng màn,romantic,HSK4,1
老虎,lǎo hǔ,tiger,HSK4,1
冷静,lěng jìng,calm,HSK4,1
礼貌,lǐ mào,courtesy,HSK4,1
理发,lǐ fà,a barber,HSK4,1
理解,lǐ jiě,to comprehend,HSK4,1
理想,lǐ xiǎng,a dream,HSK4,1
厉害,lì hai,difficult to deal with,HSK4,1
力气,lì qi,strength,HSK4,1
例如,lì rú,for example,HSK4,1
俩,liǎ,two (colloquial equivalent of 兩個|两个),HSK4,1
连,lián,to link,HSK4,1
联系,lián xì,connection,HSK4,1
凉快,liáng kuai,nice and cold,HSK4,1
亮,liàng,bright,HSK4,1
聊天,liáo tiān,to chat,HSK4,1
另外,lìng wài,additional,HSK4,1
留,liú,to leave (a message etc),HSK4,1
留学,liú xué,to study abroad,HSK4,1
流泪,liú lèi,to shed tears,HSK4,1
流利,liú lì,fluent,HSK4,1
流行,liú xíng,to spread,HSK4,1
乱,luàn,in confusion or disorder,HSK4,1
律师,lǜ shī,lawyer,HSK4,1
麻烦,má fan,inconvenient,HSK4,1
马虎,mǎ hu,careless,HSK4,1
满,mǎn,full,HSK4,1
毛巾,máo jīn,towel,HSK4,1
美丽,měi lì,beautiful,HSK4,1
梦,mèng,dream,HSK4,1
密码,mì mǎ,code,HSK4,1
免费,miǎn fèi,free (of charge),HSK4,1
民族,mín zú,nationality,HSK4,1
母亲,mǔ qīn,mother,HSK4,1
目的,mù dì,purpose,HSK4,1
耐心,nài xīn,to be patient,HSK4,1
难道,nán dào,don't tell me ...,HSK4,1
难受,nán shòu,to feel unwell,HSK4,1
内,nèi,inside,HSK4,1
内容,nèi róng,content,HSK4,1
能力,néng lì,capability,HSK4,1
年龄,nián líng,(a person's) age,HSK4,1
农村,nóng cūn,rural area,HSK4,1
弄,nòng,to do,HSK4,1
暖和,nuǎn huo,warm,HSK4,1
偶尔,ǒu ěr,occasionally,HSK4,1
排列,pái liè,array,HSK4,1
判断,pàn duàn,to decide,HSK4,1
陪,péi,to accompany,HSK4,1
批评,pī píng,to criticize,HSK4,1
皮肤,pí fū,skin,HSK4,1
脾气,pí qi,character,HSK4,1
篇,piān,sheet,HSK4,1
骗,piàn,to cheat,HSK4,1
乒乓球,pīng pāng qiú,table tennis,HSK4,1
平时,píng shí,ordinarily,HSK4,1
瓶子,píng zi,bottle,HSK4,1
破,pò,broken,HSK4,1
普遍,pǔ biàn,universal,HSK4,1
其次,qí cì,next,HSK4,1
其中,qí zhōng,among,HSK4,1
起飞,qǐ fēi,to take off (in an airplane),HSK4,1
起来,qi lai,(after a verb,HSK4,1
气候,qì hòu,climate,HSK4,1
千万,qiān wàn,ten million,HSK4,1
签证,qiān zhèng,visa,HSK4,1
墙,qiáng,wall,HSK4,1
敲,qiāo,to hit,HSK4,1
桥,qiáo,bridge,HSK4,1
巧克力,qiǎo kè lì,chocolate (loanword),HSK4,1
亲戚,qīn qi,a relative (i.e. family relation),HSK4,1
轻,qīng,light,HSK4,1
轻松,qīng sōng,gentle,HSK4,1
情况,qíng kuàng,circumstances,HSK4,1
请假,qǐng jià,to request leave of absence,HSK4,1
请客,qǐng kè,to give a dinner party,HSK4,1
穷,qióng,exhausted,HSK4,1
区别,qū bié,difference,HSK4,1
取,qǔ,to take,HSK4,1
全部,quán bù,whole,HSK4,1
缺点,quē diǎn,weak point,HSK4,1
缺少,quē shǎo,lack,HSK4,1
却,què,but,HSK4,1
确实,què shí,indeed,HSK4,1
群,qún,group,HSK4,1
然而,rán ér,however,HSK4,1
热闹,rè nao,bustling with noise and excitement,HSK4,1
人民币,rén mín bì,Renminbi (RMB),HSK4,1
任何,rèn hé,any,HSK4,1
任务,rèn wu,mission,HSK4,1
扔,rēng,to throw,HSK4,1
仍然,réng rán,still,HSK4,1
日记,rì jì,diary,HSK4,1
入口,rù kǒu,entrance,HSK4,1
软,ruǎn,soft,HSK4,1
散步,sàn bù,to take a walk,HSK4,1
森林,sēn lín,forest,HSK4,1
沙发,shā fā,sofa,HSK4,1
商量,shāng liang,to consult,HSK4,1
伤心,shāng xīn,to grieve,HSK4,1
稍微,shāo wēi,a little bit,HSK4,1
社会,shè huì,society,HSK4,1
深,shēn,close,HSK4,1
申请,shēn qǐng,to apply for sth,HSK4,1
甚至,shèn zhì,even,HSK4,1
生活,shēng huó,life,HSK4,1
生命,shēng mìng,life,HSK4,1
省,shěng,to save,HSK4,1
剩,shèng,to remain,HSK4,1
失败,shī bài,to be defeated,HSK4,1
失望,shī wàng,disappointed,HSK4,1
师傅,shī fu,master,HSK4,1
湿润,shī rùn,moist,HSK4,1
狮子,shī zi,lion,HSK4,1
十分,shí fēn,to divide into ten equal parts,HSK4,1
实际,shí jì,actual,HSK4,1
实在,shí zài,really,HSK4,1
食品,shí pǐn,foodstuff,HSK4,1
使用,shǐ yòng,to use,HSK4,1
试,shì,to test,HSK4,1
市场,shì chǎng,marketplace,HSK4,1
世纪,shì jì,century,HSK4,1
适合,shì hé,to fit,HSK4,1
适应,shì yìng,to adapt,HSK4,1
收,shōu,to receive,HSK4,1
收入,shōu rù,to take in,HSK4,1
收拾,shōu shi,to put in order,HSK4,1
首都,shǒu dū,capital (city),HSK4,1
首先,shǒu xiān,first (of all),HSK4,1
受不了,shòu bù liǎo,unbearable,HSK4,1
受到,shòu dào,to receive,HSK4,1
售货员,shòu huò yuán,salesperson,HSK4,1
输,shū,to lose,HSK4,1
熟悉,shú xī,to be familiar with,HSK4,1
数量,shù liàng,amount,HSK4,1
数字,shù zì,numeral,HSK4,1
帅,shuài,handsome,HSK4,1
顺便,shùn biàn,conveniently,HSK4,1
顺利,shùn lì,smoothly,HSK4,1
顺序,shùn xù,sequence,HSK4,1
说明,shuō míng,to explain,HSK4,1
硕士,shuò shì,master's degree,HSK4,1
死,sǐ,to die,HSK4,1
速度,sù dù,speed,HSK4,1
塑料袋,sù liào dài,plastic bag,HSK4,1
酸,suān,sour,HSK4,1
算,suàn,to regard as,HSK4,1
随便,suí biàn,as one wishes,HSK4,1
随着,suí zhe,along with,HSK4,1
孙子,sūn zi,grandson,HSK4,1
所有,suǒ yǒu,all,HSK4,1
抬,tái,to lift,HSK4,1
台,tái,typhoon,HSK4,1
态度,tài du,manner,HSK4,1
谈,tán,to speak,HSK4,1
弹,tán,to pluck (a string),HSK4,1
汤,tāng,soup,HSK4,1
躺,tǎng,to recline,HSK4,1
趟,tàng,classifier for times,HSK4,1
讨论,tǎo lùn,to discuss,HSK4,1
讨厌,tǎo yàn,to dislike,HSK4,1
特点,tè diǎn,characteristic (feature),HSK4,1
提供,tí gōng,to offer,HSK4,1
提前,tí qián,to shift to an earlier date,HSK4,1
提醒,tí xǐng,to remind,HSK4,1
填空,tián kòng,to fill a job vacancy,HSK4,1
条件,tiáo jiàn,condition,HSK4,1
停止,tíng zhǐ,to stop,HSK4,1
挺,tǐng,to stick out,HSK4,1
通过,tōng guò,by means of,HSK4,1
通知,tōng zhī,to notify,HSK4,1
同情,tóng qíng,to sympathize with,HSK4,1
推,tuī,to push,HSK4,1
推迟,tuī chí,to postpone,HSK4,1
脱,tuō,to shed,HSK4,1
袜子,wà zi,socks,HSK4,1
完全,wán quán,complete,HSK4,1
往,wǎng,to go (in a direction),HSK4,1
往往,wǎng wǎng,often,HSK4,1
网球,wǎng qiú,tennis,HSK4,1
网站,wǎng zhàn,website,HSK4,1
危险,wēi xiǎn,danger,HSK4,1
味道,wèi dao,flavor,HSK4,1
温度,wēn dù,temperature,HSK4,1
文章,wén zhāng,article,HSK4,1
握手,wò shǒu,to shake hands,HSK4,1
污染,wū rǎn,pollution,HSK4,1
无,wú,#NAME?,HSK4,1
无聊,wú liáo,bored,HSK4,1
无论,wú lùn,no matter what or how,HSK4,1
误会,wù huì,to misunderstand,HSK4,1
西红柿,xī hóng shì,tomato,HSK4,1
吸引,xī yǐn,to attract (interest,HSK4,1
洗衣机,xǐ yī jī,washer,HSK4,1
咸,xián,salted,HSK4,1
现代,xiàn dài,modern times,HSK4,1
羡慕,xiàn mù,to envy,HSK4,1
限制,xiàn zhì,to restrict,HSK4,1
香,xiāng,fragrant,HSK4,1
相反,xiāng fǎn,opposite,HSK4,1
详细,xiáng xì,detailed,HSK4,1
响,xiǎng,echo,HSK4,1
消息,xiāo xi,news,HSK4,1
小说,xiǎo shuō,novel,HSK4,1
笑话,xiào huà,joke,HSK4,1
效果,xiào guǒ,result,HSK4,1
心情,xīn qíng,mood,HSK4,1
辛苦,xīn kǔ,hard,HSK4,1
信任,xìn rèn,to trust,HSK4,1
信心,xìn xīn,confidence,HSK4,1
信用卡,xìn yòng kǎ,credit card,HSK4,1
兴奋,xīng fèn,excited,HSK4,1
行,xíng,to walk,HSK4,1
醒,xǐng,to wake up,HSK4,1
性别,xìng bié,gender,HSK4,1
性格,xìng gé,nature,HSK4,1
幸福,xìng fú,happiness,HSK4,1
修,xiū,to decorate,HSK4,1
许多,xǔ duō,many,HSK4,1
血,xuè,blood,HSK4,1
压力,yā lì,pressure,HSK4,1
牙膏,yá gāo,toothpaste,HSK4,1
亚洲,Yà zhōu,Asia,HSK4,1
呀,ya,(particle equivalent to 啊 after a vowel,HSK4,1
盐,yán,salt,HSK4,1
严格,yán gé,strict,HSK4,1
严重,yán zhòng,grave,HSK4,1
研究生,yán jiū shēng,graduate student,HSK4,1
演出,yǎn chū,to act (in a play),HSK4,1
演员,yǎn yuán,actor or actress,HSK4,1
阳光,yáng guāng,sunshine,HSK4,1
养成,yǎng chéng,to cultivate,HSK4,1
样子,yàng zi,appearance,HSK4,1
邀请,yāo qǐng,to invite,HSK4,1
钥匙,yào shi,key,HSK4,1
也许,yě xǔ,perhaps,HSK4,1
页,yè,page,HSK4,1
叶子,yè zi,foliage,HSK4,1
一切,yī qiè,everything,HSK4,1
以,yǐ,to use,HSK4,1
亿,yì,100 million,HSK4,1
意见,yì jiàn,idea,HSK4,1
艺术,yì shù,art,HSK4,1
因此,yīn cǐ,thus,HSK4,1
引起,yǐn qǐ,to give rise to,HSK4,1
饮料,yǐn liào,drink,HSK4,1
印象,yìn xiàng,impression,HSK4,1
赢,yíng,to beat,HSK4,1
硬,yìng,hard,HSK4,1
勇敢,yǒng gǎn,brave,HSK4,1
永远,yǒng yuǎn,forever,HSK4,1
优点,yōu diǎn,merit,HSK4,1
优秀,yōu xiù,outstanding,HSK4,1
幽默,yōu mò,(loanword) humor,HSK4,1
由,yóu,to follow,HSK4,1
由于,yóu yú,due to,HSK4,1
尤其,yóu qí,especially,HSK4,1
有趣,yǒu qù,interesting,HSK4,1
友好,yǒu hǎo,friendly,HSK4,1
友谊,yǒu yì,companionship,HSK4,1
愉快,yú kuài,cheerful,HSK4,1
于是,yú shì,thereupon,HSK4,1
与,yǔ,and,HSK4,1
语法,yǔ fǎ,grammar,HSK4,1
语言,yǔ yán,language,HSK4,1
羽毛球,yǔ máo qiú,shuttlecock,HSK4,1
预习,yù xí,to prepare a lesson,HSK4,1
圆,yuán,circle,HSK4,1
原来,yuán lái,original,HSK4,1
原谅,yuán liàng,to excuse,HSK4,1
原因,yuán yīn,cause,HSK4,1
约会,yuē huì,appointment,HSK4,1
阅读,yuè dú,to read,HSK4,1
允许,yǔn xǔ,to permit,HSK4,1
杂志,zá zhì,magazine,HSK4,1
咱们,zán men,we or us (including both the speaker and the person(s) spoken to),HSK4,1
暂时,zàn shí,temporary,HSK4,1
脏,zāng,dirty,HSK4,1
责任,zé rèn,responsibility,HSK4,1
增加,zēng jiā,to raise,HSK4,1
增长,zēng zhǎng,to grow,HSK4,1
窄,zhǎi,narrow,HSK4,1
招聘,zhāo pìn,recruitment,HSK4,1
真正,zhēn zhèng,genuine,HSK4,1
整理,zhěng lǐ,to arrange,HSK4,1
整齐,zhěng qí,orderly,HSK4,1
正常,zhèng cháng,regular,HSK4,1
正好,zhèng hǎo,just (in time),HSK4,1
正确,zhèng què,correct,HSK4,1
正式,zhèng shì,formal,HSK4,1
证明,zhèng míng,proof,HSK4,1
之,zhī,(possessive particle,HSK4,1
支持,zhī chí,to be in favor of,HSK4,1
知识,zhī shi,intellectual,HSK4,1
直接,zhí jiē,direct,HSK4,1
值得,zhí de,to be worth,HSK4,1
职业,zhí yè,occupation,HSK4,1
植物,zhí wù,botanical,HSK4,1
指,zhǐ,finger,HSK4,1
只好,zhǐ hǎo,without any better option,HSK4,1
只要,zhǐ yào,if only,HSK4,1
制造,zhì zào,to manufacture,HSK4,1
至少,zhì shǎo,at least,HSK4,1
质量,zhì liàng,quality,HSK4,1
中文,Zhōng wén,Chinese,HSK4,1
重点,zhòng diǎn,important point,HSK4,1
重视,zhòng shì,to attach importance to sth,HSK4,1
周围,zhōu wéi,surroundings,HSK4,1
猪,zhū,hog,HSK4,1
逐渐,zhú jiàn,gradually,HSK4,1
主动,zhǔ dòng,to take the initiative,HSK4,1
主意,zhǔ yi,plan,HSK4,1
祝贺,zhù hè,to congratulate,HSK4,1
著名,zhù míng,famous,HSK4,1
专门,zhuān mén,specialist,HSK4,1
专业,zhuān yè,specialty,HSK4,1
赚,zhuàn,to earn,HSK4,1
撞,zhuàng,to hit,HSK4,1
准确,zhǔn què,accurate,HSK4,1
准时,zhǔn shí,on time,HSK4,1
仔细,zǐ xì,careful,HSK4,1
自然,zì rán,nature,HSK4,1
总结,zǒng jié,to sum up,HSK4,1
租,zū,to hire,HSK4,1
组成,zǔ chéng,to form,HSK4,1
组织,zǔ zhī,to organize,HSK4,1
嘴,zuǐ,mouth,HSK4,1
最好,zuì hǎo,best,HSK4,1
最后,zuì hòu,final,HSK4,1
尊重,zūn zhòng,to esteem,HSK4,1
做生意,zuò shēng yì,to do business,HSK4,1
座,zuò,seat,HSK4,1
座位,zuò wèi,seat,HSK4,1
作者,zuò zhě,author,HSK4,1
